 number  2Theta(deg.)             d(Å)           Q(Å-1)   sin_Th/l (A-1)        1/d (A-1)        wave
 835        111.57525          0.93146          6.74552          0.53679          1.07358          1.54056
 836        111.72075          0.93066          6.75134          0.53725          1.07451          1.54056
 837        111.74385          0.93284          6.73551          0.53600          1.07199          1.54439
 838        111.76145          0.93043          6.75296          0.53738          1.07477          1.54056
 839        111.80625          0.93250          6.73800          0.53619          1.07239          1.54439
 840        111.83305          0.93235          6.73907          0.53628          1.07256          1.54439
 841        111.89765          0.93200          6.74164          0.53648          1.07296          1.54439
 842        111.99545          0.93146          6.74552          0.53679          1.07358          1.54439
 843        112.07475          0.92872          6.76545          0.53838          1.07675          1.54056
 844        112.14205          0.93066          6.75134          0.53725          1.07451          1.54439
 845        112.18305          0.93043          6.75296          0.53738          1.07477          1.54439
 846        112.21705          0.92794          6.77110          0.53883          1.07765          1.54056
 847        112.28585          0.92757          6.77383          0.53904          1.07809          1.54056
 848        112.49885          0.92872          6.76544          0.53838          1.07675          1.54439
 849        112.64235          0.92794          6.77110          0.53883          1.07765          1.54439
 850        112.70835          0.92529          6.79054          0.54037          1.08075          1.54056
 851        112.71165          0.92757          6.77383          0.53904          1.07809          1.54439
 852        112.77195          0.92494          6.79305          0.54057          1.08115          1.54056
 853        112.89345          0.92429          6.79783          0.54095          1.08191          1.54056
 854        113.05515          0.92343          6.80419          0.54146          1.08292          1.54056
 855        113.13765          0.92529          6.79054          0.54037          1.08075          1.54439
 856        113.18545          0.92274          6.80930          0.54187          1.08373          1.54056
 857        113.18925          0.92272          6.80944          0.54188          1.08376          1.54056
 858        113.20165          0.92494          6.79304          0.54057          1.08115          1.54439
 859        113.32425          0.92429          6.79783          0.54095          1.08191          1.54439
 860        113.41735          0.92151          6.81837          0.54259          1.08518          1.54056
 861        113.48725          0.92343          6.80419          0.54146          1.08292          1.54439
 862        113.61865          0.92274          6.80930          0.54187          1.08373          1.54439
 863        113.62245          0.92272          6.80944          0.54188          1.08376          1.54439
 864        113.64375          0.92032          6.82720          0.54329          1.08658          1.54056
 865        113.67975          0.92013          6.82861          0.54340          1.08681          1.54056
 866        113.70595          0.91999          6.82963          0.54348          1.08697          1.54056
 867        113.84445          0.91926          6.83501          0.54391          1.08783          1.54056
 868        113.85245          0.92151          6.81837          0.54259          1.08518          1.54439
 869        113.88875          0.91903          6.83673          0.54405          1.08810          1.54056
 870        113.90755          0.91894          6.83746          0.54411          1.08822          1.54056
 871        113.94745          0.91873          6.83901          0.54423          1.08846          1.54056
 872        114.08075          0.92032          6.82720          0.54329          1.08658          1.54439
 873        114.08755          0.91800          6.84444          0.54466          1.08933          1.54056
 874        114.11705          0.92013          6.82861          0.54340          1.08681          1.54439
 875        114.12655          0.91780          6.84595          0.54478          1.08957          1.54056
 876        114.14345          0.91999          6.82963          0.54348          1.08697          1.54439
 877        114.21185          0.91735          6.84925          0.54505          1.09009          1.54056
 878        114.28315          0.91926          6.83501          0.54391          1.08783          1.54439
 879        114.32785          0.91903          6.83673          0.54405          1.08810          1.54439
 880        114.34675          0.91894          6.83746          0.54411          1.08822          1.54439
 881        114.38705          0.91873          6.83901          0.54423          1.08846          1.54439
 882        114.52835          0.91800          6.84444          0.54466          1.08933          1.54439
 883        114.55625          0.91558          6.86253          0.54610          1.09221          1.54056
 884        114.56755          0.91780          6.84595          0.54478          1.08957          1.54439
 885        114.64665          0.91511          6.86601          0.54638          1.09276          1.54056
 886        114.65365          0.91735          6.84925          0.54505          1.09009          1.54439
 887        114.69685          0.91486          6.86794          0.54653          1.09307          1.54056
 888        114.83055          0.91417          6.87307          0.54694          1.09388          1.54056
 889        115.00095          0.91558          6.86253          0.54610          1.09221          1.54439
 890        115.09215          0.91511          6.86601          0.54638          1.09276          1.54439
 891        115.14285          0.91486          6.86794          0.54653          1.09307          1.54439
 892        115.27765          0.91417          6.87307          0.54694          1.09388          1.54439
 893        115.42725          0.91115          6.89585          0.54875          1.09751          1.54056
 894        115.45765          0.91100          6.89701          0.54885          1.09769          1.54056
 895        115.75095          0.90953          6.90813          0.54973          1.09946          1.54056
 896        115.83485          0.90912          6.91130          0.54998          1.09997          1.54056
 897        115.87955          0.91115          6.89585          0.54875          1.09751          1.54439
 898        115.91025          0.91100          6.89701          0.54885          1.09769          1.54439
 899        116.11725          0.90772          6.92196          0.55083          1.10166          1.54056
 900        116.16705          0.90747          6.92383          0.55098          1.10196          1.54056
 901        116.20605          0.90954          6.90813          0.54973          1.09946          1.54439
 902        116.29075          0.90912          6.91130          0.54998          1.09997          1.54439
 903        116.51845          0.90575          6.93703          0.55203          1.10406          1.54056
 904        116.57565          0.90772          6.92196          0.55083          1.10166          1.54439
 905        116.62595          0.90747          6.92384          0.55098          1.10196          1.54439
 906        116.80795          0.90434          6.94785          0.55289          1.10578          1.54056
 907        116.81705          0.90429          6.94818          0.55292          1.10584          1.54056
 908        116.98055          0.90575          6.93703          0.55203          1.10406          1.54439
 909        117.14695          0.90270          6.96046          0.55390          1.10779          1.54056
 910        117.16835          0.90259          6.96125          0.55396          1.10792          1.54056
 911        117.26505          0.90213          6.96484          0.55424          1.10849          1.54056
 912        117.27265          0.90434          6.94785          0.55289          1.10578          1.54439
 913        117.27215          0.90210          6.96510          0.55427          1.10853          1.54056
 914        117.28175          0.90429          6.94818          0.55292          1.10584          1.54439
 915        117.45995          0.90120          6.97205          0.55482          1.10964          1.54056
 916        117.61475          0.90270          6.96046          0.55390          1.10779          1.54439
 917        117.63635          0.90259          6.96125          0.55396          1.10792          1.54439
 918        117.73395          0.90213          6.96484          0.55424          1.10849          1.54439
 919        117.74115          0.90210          6.96510          0.55427          1.10853          1.54439
 920        117.93075          0.90120          6.97205          0.55482          1.10964          1.54439
 921        118.04835          0.89841          6.99370          0.55654          1.11308          1.54056
 922        118.27905          0.89732          7.00214          0.55721          1.11442          1.54056
 923        118.47355          0.89642          7.00923          0.55778          1.11555          1.54056
 924        118.47665          0.89640          7.00934          0.55779          1.11557          1.54056
 925        118.52455          0.89841          6.99370          0.55654          1.11308          1.54439
 926        118.54955          0.89606          7.01199          0.55800          1.11599          1.54056
 927        118.60745          0.89579          7.01410          0.55816          1.11633          1.54056
 928        118.63735          0.89566          7.01518          0.55825          1.11650          1.54056
 929        118.71705          0.89529          7.01808          0.55848          1.11696          1.54056
 930        118.75745          0.89732          7.00214          0.55721          1.11442          1.54439
 931        118.84565          0.89469          7.02274          0.55885          1.11770          1.54056
 932        118.84855          0.89468          7.02284          0.55886          1.11772          1.54056
 933        118.95385          0.89642          7.00923          0.55778          1.11555          1.54439
 934        118.95695          0.89640          7.00934          0.55779          1.11557          1.54439
 935        119.00545          0.89396          7.02852          0.55931          1.11862          1.54056
 936        119.03055          0.89606          7.01199          0.55800          1.11599          1.54439
 937        119.07735          0.89363          7.03111          0.55952          1.11904          1.54056
 938        119.08905          0.89579          7.01410          0.55816          1.11633          1.54439
 939        119.11925          0.89565          7.01519          0.55825          1.11650          1.54439
 940        119.12455          0.89341          7.03282          0.55965          1.11931          1.54056
 941        119.19965          0.89529          7.01808          0.55848          1.11696          1.54439
 942        119.22165          0.89297          7.03632          0.55993          1.11986          1.54056
 943        119.30665          0.89258          7.03937          0.56018          1.12035          1.54056
 944        119.32955          0.89469          7.02274          0.55885          1.11770          1.54439
 945        119.33245          0.89468          7.02284          0.55886          1.11772          1.54439
 946        119.45435          0.89190          7.04468          0.56060          1.12120          1.54056
 947        119.49085          0.89396          7.02852          0.55931          1.11862          1.54439
 948        119.56355          0.89363          7.03112          0.55952          1.11904          1.54439
 949        119.56545          0.89140          7.04867          0.56091          1.12183          1.54056
 950        119.61115          0.89341          7.03282          0.55965          1.11931          1.54439
 951        119.70925          0.89296          7.03632          0.55993          1.11986          1.54439
 952        119.79505          0.89258          7.03938          0.56018          1.12035          1.54439
 953        119.90345          0.88988          7.06074          0.56188          1.12375          1.54056
 954        119.92095          0.88980          7.06137          0.56193          1.12385          1.54056
 955        119.94415          0.89191          7.04468          0.56060          1.12120          1.54439
 956        119.99185          0.88948          7.06389          0.56213          1.12425          1.54056
 957        119.99615          0.88946          7.06404          0.56214          1.12428          1.54056
 958        120.02465          0.88933          7.06506          0.56222          1.12444          1.54056
 959        120.05645          0.89140          7.04867          0.56092          1.12183          1.54439
 960        120.13365          0.88884          7.06893          0.56253          1.12506          1.54056
 961        120.20995          0.88850          7.07164          0.56274          1.12549          1.54056
 962        120.39785          0.88988          7.06075          0.56188          1.12375          1.54439
 963        120.41545          0.88980          7.06137          0.56193          1.12385          1.54439
 964        120.48705          0.88948          7.06389          0.56213          1.12425          1.54439
 965        120.49145          0.88946          7.06405          0.56214          1.12428          1.54439
 966        120.52025          0.88933          7.06506          0.56222          1.12444          1.54439
 967        120.63035          0.88884          7.06894          0.56253          1.12506          1.54439
 968        120.67685          0.88644          7.08815          0.56406          1.12811          1.54056
 969        120.70735          0.88850          7.07164          0.56274          1.12549          1.54439
 970        120.86245          0.88562          7.09468          0.56458          1.12915          1.54056
 971        121.09125          0.88462          7.10270          0.56521          1.13043          1.54056
 972        121.17905          0.88644          7.08815          0.56406          1.12811          1.54439
 973        121.36655          0.88562          7.09468          0.56458          1.12915          1.54439
 974        121.47355          0.88296          7.11604          0.56628          1.13255          1.54056
 975        121.59765          0.88462          7.10270          0.56521          1.13043          1.54439
 976        121.63075          0.88228          7.12151          0.56671          1.13342          1.54056
 977        121.67895          0.88208          7.12318          0.56684          1.13369          1.54056
 978        121.69235          0.88202          7.12364          0.56688          1.13376          1.54056
 979        121.73665          0.88183          7.12518          0.56700          1.13401          1.54056
 980        121.80455          0.88154          7.12753          0.56719          1.13438          1.54056
 981        121.84845          0.88135          7.12905          0.56731          1.13462          1.54056
 982        121.98395          0.88296          7.11604          0.56628          1.13255          1.54439
 983        122.09275          0.88031          7.13748          0.56798          1.13597          1.54056
 984        122.14285          0.88228          7.12151          0.56671          1.13342          1.54439
 985        122.14885          0.88007          7.13942          0.56814          1.13627          1.54056
 986        122.19155          0.88208          7.12318          0.56684          1.13369          1.54439
 987        122.20505          0.88202          7.12364          0.56688          1.13376          1.54439
 988        122.24985          0.88183          7.12518          0.56700          1.13401          1.54439
 989        122.31845          0.88154          7.12753          0.56719          1.13438          1.54439
 990        122.36285          0.88135          7.12905          0.56731          1.13462          1.54439
 991        122.58485          0.87823          7.15438          0.56933          1.13865          1.54056
 992        122.60975          0.88031          7.13748          0.56798          1.13597          1.54439
 993        122.66655          0.88007          7.13942          0.56814          1.13627          1.54439
 994        122.77065          0.87745          7.16072          0.56983          1.13966          1.54056
 995        122.86125          0.87707          7.16381          0.57008          1.14016          1.54056
 996        122.89445          0.87694          7.16494          0.57017          1.14033          1.54056
 997        122.93975          0.87675          7.16648          0.57029          1.14058          1.54056
 998        123.10725          0.87823          7.15438          0.56933          1.13865          1.54439
 999        123.12185          0.87599          7.17266          0.57078          1.14156          1.54056
 ***        123.21275          0.87562          7.17574          0.57103          1.14205          1.54056
 ***        123.29505          0.87745          7.16072          0.56983          1.13966          1.54439
 ***        123.29825          0.87526          7.17863          0.57126          1.14251          1.54056
 ***        123.38655          0.87707          7.16380          0.57008          1.14015          1.54439
 ***        123.42015          0.87694          7.16493          0.57017          1.14033          1.54439
 ***        123.46605          0.87675          7.16648          0.57029          1.14058          1.54439
 ***        123.47715          0.87453          7.18467          0.57174          1.14348          1.54056
 ***        123.58135          0.87410          7.18818          0.57202          1.14403          1.54056
 ***        123.61195          0.87397          7.18921          0.57210          1.14420          1.54056
 ***        123.65015          0.87599          7.17266          0.57078          1.14156          1.54439
 ***        123.65135          0.87381          7.19053          0.57220          1.14441          1.54056
 ***        123.71415          0.87356          7.19264          0.57237          1.14474          1.54056
 ***        123.74205          0.87562          7.17574          0.57103          1.14205          1.54439
 ***        123.82855          0.87526          7.17863          0.57126          1.14251          1.54439
 ***        123.88585          0.87286          7.19840          0.57283          1.14566          1.54056
 ***        123.93095          0.87268          7.19991          0.57295          1.14590          1.54056
 ***        124.00935          0.87453          7.18467          0.57174          1.14348          1.54439
 ***        124.08145          0.87207          7.20494          0.57335          1.14670          1.54056
 ***        124.11475          0.87410          7.18818          0.57202          1.14403          1.54439
 ***        124.14575          0.87397          7.18921          0.57210          1.14420          1.54439
 ***        124.18095          0.87167          7.20825          0.57361          1.14723          1.54056
 ***        124.18565          0.87381          7.19054          0.57220          1.14441          1.54439
 ***        124.24905          0.87356          7.19264          0.57237          1.14474          1.54439
 ***        124.37535          0.87088          7.21472          0.57413          1.14826          1.54056
 ***        124.40435          0.87077          7.21568          0.57421          1.14841          1.54056
 ***        124.42275          0.87286          7.19840          0.57283          1.14566          1.54439
 ***        124.44505          0.87060          7.21704          0.57431          1.14863          1.54056
 ***        124.46835          0.87268          7.19991          0.57295          1.14590          1.54439
 ***        124.59215          0.87002          7.22191          0.57470          1.14940          1.54056
 ***        124.62055          0.87207          7.20494          0.57335          1.14670          1.54439
 ***        124.62805          0.86987          7.22310          0.57480          1.14959          1.54056
 ***        124.72125          0.87167          7.20826          0.57361          1.14723          1.54439
 ***        124.91785          0.87088          7.21472          0.57413          1.14826          1.54439
 ***        124.94725          0.87077          7.21569          0.57421          1.14841          1.54439
 ***        124.98835          0.87060          7.21704          0.57431          1.14863          1.54439
 ***        125.01005          0.86836          7.23569          0.57580          1.15160          1.54056
 ***        125.13715          0.87002          7.22191          0.57470          1.14940          1.54439
 ***        125.17355          0.86987          7.22310          0.57480          1.14959          1.54439
 ***        125.19205          0.86764          7.24166          0.57627          1.15255          1.54056
 ***        125.21525          0.86755          7.24242          0.57633          1.15267          1.54056
 ***        125.55995          0.86836          7.23569          0.57580          1.15160          1.54439
 ***        125.63045          0.86593          7.25597          0.57741          1.15482          1.54056
 ***        125.74415          0.86764          7.24166          0.57627          1.15255          1.54439
 ***        125.76755          0.86755          7.24242          0.57633          1.15267          1.54439
 ***        126.17715          0.86383          7.27367          0.57882          1.15764          1.54056
 ***        126.18775          0.86593          7.25597          0.57741          1.15482          1.54439
 ***        126.29575          0.86337          7.27749          0.57912          1.15825          1.54056
 ***        126.48075          0.86267          7.28343          0.57960          1.15919          1.54056
 ***        126.52035          0.86252          7.28469          0.57970          1.15940          1.54056
 ***        126.59145          0.86225          7.28697          0.57988          1.15976          1.54056
 ***        126.71045          0.86180          7.29077          0.58018          1.16036          1.54056
 ***        126.74115          0.86383          7.27367          0.57882          1.15764          1.54439
 ***        126.76685          0.86159          7.29257          0.58032          1.16065          1.54056
 ***        126.86115          0.86337          7.27748          0.57912          1.15825          1.54439
 ***        126.89575          0.86110          7.29668          0.58065          1.16130          1.54056
 ***        127.04845          0.86267          7.28342          0.57960          1.15919          1.54439
 ***        127.08865          0.86252          7.28470          0.57970          1.15940          1.54439
 ***        127.13205          0.86022          7.30418          0.58125          1.16250          1.54056
 ***        127.15565          0.86013          7.30493          0.58131          1.16262          1.54056
 ***        127.16065          0.86225          7.28697          0.57988          1.15976          1.54439
 ***        127.19705          0.85998          7.30624          0.58141          1.16282          1.54056
 ***        127.22725          0.85986          7.30720          0.58149          1.16298          1.54056
 ***        127.28105          0.86180          7.29077          0.58018          1.16036          1.54439
 ***        127.33825          0.86159          7.29257          0.58032          1.16065          1.54439
 ***        127.36515          0.85935          7.31155          0.58183          1.16367          1.54056
 ***        127.46795          0.85897          7.31480          0.58209          1.16419          1.54056
 ***        127.46875          0.86110          7.29668          0.58065          1.16130          1.54439
 ***        127.52085          0.85877          7.31646          0.58223          1.16445          1.54056
 ***        127.70805          0.86022          7.30418          0.58125          1.16250          1.54439
 ***        127.73195          0.86013          7.30493          0.58131          1.16262          1.54439
 ***        127.77385          0.85998          7.30624          0.58141          1.16282          1.54439
 ***        127.80445          0.85986          7.30720          0.58149          1.16298          1.54439
 ***        127.84225          0.85759          7.32655          0.58303          1.16606          1.54056
 ***        127.84355          0.85759          7.32659          0.58303          1.16606          1.54056
 ***        127.94405          0.85935          7.31155          0.58183          1.16367          1.54439
 ***        128.04814          0.85897          7.31479          0.58209          1.16419          1.54439
 ***        128.09055          0.85669          7.33430          0.58364          1.16729          1.54056
 ***        128.09195          0.85668          7.33434          0.58365          1.16730          1.54056
 ***        128.10175          0.85877          7.31646          0.58223          1.16445          1.54439
 ***        128.35744          0.85572          7.34259          0.58431          1.16861          1.54056
 ***        128.42744          0.85759          7.32655          0.58303          1.16606          1.54439
 ***        128.42865          0.85759          7.32659          0.58303          1.16606          1.54439
 ***        128.51584          0.85515          7.34750          0.58470          1.16939          1.54056
 ***        128.67894          0.85669          7.33430          0.58365          1.16729          1.54439
 ***        128.68034          0.85668          7.33434          0.58365          1.16730          1.54439
 ***        128.87054          0.85388          7.35843          0.58557          1.17113          1.54056
 ***        128.94934          0.85572          7.34259          0.58431          1.16861          1.54439
 ***        129.04904          0.85324          7.36390          0.58600          1.17200          1.54056
 ***        129.10205          0.85305          7.36553          0.58613          1.17226          1.54056
 ***        129.10985          0.85515          7.34750          0.58470          1.16939          1.54439
 ***        129.15924          0.85285          7.36727          0.58627          1.17254          1.54056
 ***        129.44385          0.85185          7.37595          0.58696          1.17392          1.54056
 ***        129.46944          0.85388          7.35843          0.58557          1.17113          1.54439
 ***        129.65034          0.85324          7.36391          0.58600          1.17200          1.54439
 ***        129.70404          0.85305          7.36553          0.58613          1.17226          1.54439
 ***        129.76195          0.85285          7.36727          0.58627          1.17254          1.54439
 ***        129.95674          0.85006          7.39146          0.58819          1.17639          1.54056
 ***        130.05054          0.85185          7.37595          0.58696          1.17392          1.54439
 ***        130.08064          0.84963          7.39519          0.58849          1.17698          1.54056
 ***        130.08514          0.84962          7.39533          0.58850          1.17700          1.54056
 ***        130.10884          0.84953          7.39604          0.58856          1.17712          1.54056
 ***        130.33264          0.84876          7.40274          0.58909          1.17818          1.54056
 ***        130.35175          0.84870          7.40331          0.58914          1.17827          1.54056
 ***        130.48244          0.84825          7.40721          0.58945          1.17889          1.54056
 ***        130.57054          0.85006          7.39146          0.58819          1.17639          1.54439
 ***        130.69635          0.84963          7.39519          0.58849          1.17698          1.54439
 ***        130.70084          0.84962          7.39533          0.58850          1.17700          1.54439
 ***        130.72484          0.84953          7.39604          0.58856          1.17712          1.54439
 ***        130.77095          0.84727          7.41579          0.59013          1.18026          1.54056
 ***        130.85834          0.84698          7.41838          0.59034          1.18067          1.54056
 ***        130.90834          0.84681          7.41986          0.59045          1.18091          1.54056
 ***        130.95184          0.84876          7.40274          0.58909          1.17818          1.54439
 ***        130.97124          0.84870          7.40331          0.58914          1.17827          1.54439
 ***        131.10164          0.84616          7.42557          0.59091          1.18182          1.54056
 ***        131.10384          0.84825          7.40722          0.58945          1.17889          1.54439
 ***        131.20595          0.84581          7.42863          0.59115          1.18230          1.54056
 ***        131.29404          0.84551          7.43122          0.59136          1.18272          1.54056
 ***        131.39655          0.84727          7.41579          0.59013          1.18026          1.54439
 ***        131.48524          0.84698          7.41838          0.59034          1.18067          1.54439
 ***        131.53595          0.84681          7.41986          0.59045          1.18091          1.54439
 ***        131.63374          0.84438          7.44116          0.59215          1.18430          1.54056
 ***        131.72205          0.84409          7.44373          0.59235          1.18471          1.54056
 ***        131.73204          0.84616          7.42556          0.59091          1.18182          1.54439
 ***        131.83794          0.84581          7.42864          0.59115          1.18230          1.54439
 ***        131.89165          0.84353          7.44866          0.59275          1.18549          1.54056
 ***        131.92734          0.84551          7.43122          0.59136          1.18272          1.54439
 ***        132.08864          0.84289          7.45437          0.59320          1.18640          1.54056
 ***        132.21605          0.84247          7.45805          0.59349          1.18698          1.54056
 ***        132.26285          0.84232          7.45939          0.59360          1.18720          1.54056
 ***        132.27214          0.84438          7.44116          0.59215          1.18430          1.54439
 ***        132.31075          0.84216          7.46077          0.59371          1.18742          1.54056
 ***        132.36174          0.84409          7.44373          0.59235          1.18471          1.54439
 ***        132.47954          0.84162          7.46562          0.59410          1.18819          1.54056
 ***        132.52405          0.84147          7.46690          0.59420          1.18839          1.54056
 ***        132.53384          0.84353          7.44866          0.59275          1.18549          1.54439
 ***        132.58635          0.84127          7.46868          0.59434          1.18868          1.54056
 ***        132.67334          0.84099          7.47117          0.59454          1.18907          1.54056
 ***        132.73395          0.84289          7.45437          0.59320          1.18640          1.54439
 ***        132.85315          0.84041          7.47630          0.59494          1.18989          1.54056
 ***        132.86325          0.84247          7.45804          0.59349          1.18698          1.54439
 ***        132.91084          0.84232          7.45939          0.59360          1.18720          1.54439
 ***        132.95944          0.84216          7.46077          0.59371          1.18742          1.54439
 ***        132.97984          0.84001          7.47990          0.59523          1.19046          1.54056
 ***        132.98534          0.83999          7.48006          0.59524          1.19049          1.54056
 ***        133.01575          0.83989          7.48092          0.59531          1.19063          1.54056
 ***        133.03384          0.83984          7.48143          0.59535          1.19071          1.54056
 ***        133.13084          0.84162          7.46562          0.59410          1.18819          1.54439
 ***        133.17604          0.84147          7.46690          0.59420          1.18839          1.54439
 ***        133.23944          0.84127          7.46869          0.59434          1.18868          1.54439
 ***        133.32774          0.84099          7.47117          0.59454          1.18907          1.54439
 ***        133.37665          0.83875          7.49112          0.59612          1.19225          1.54056
 ***        133.51035          0.84041          7.47630          0.59494          1.18989          1.54439
 ***        133.55664          0.83818          7.49618          0.59653          1.19305          1.54056
 ***        133.60184          0.83804          7.49745          0.59663          1.19326          1.54056
 ***        133.63904          0.84001          7.47990          0.59523          1.19046          1.54439
 ***        133.64474          0.83999          7.48006          0.59524          1.19049          1.54439
 ***        133.67554          0.83989          7.48092          0.59531          1.19063          1.54439
 ***        133.69394          0.83984          7.48143          0.59535          1.19071          1.54439
 ***        133.80785          0.83740          7.50322          0.59709          1.19417          1.54056
 ***        133.82184          0.83736          7.50361          0.59712          1.19424          1.54056
 ***        133.96104          0.83692          7.50749          0.59743          1.19485          1.54056
 ***        133.96515          0.83691          7.50760          0.59744          1.19487          1.54056
 ***        134.04224          0.83875          7.49112          0.59612          1.19225          1.54439
 ***        134.06544          0.83660          7.51039          0.59766          1.19532          1.54056
 ***        134.11224          0.83645          7.51169          0.59776          1.19552          1.54056
 ***        134.22514          0.83818          7.49618          0.59653          1.19305          1.54439
 ***        134.23145          0.83609          7.51499          0.59802          1.19605          1.54056
 ***        134.27115          0.83804          7.49745          0.59663          1.19326          1.54439
 ***        134.37524          0.83564          7.51897          0.59834          1.19668          1.54056
 ***        134.48044          0.83740          7.50321          0.59709          1.19417          1.54439
 ***        134.49474          0.83736          7.50361          0.59712          1.19424          1.54439
 ***        134.63625          0.83692          7.50749          0.59743          1.19485          1.54439
 ***        134.64035          0.83691          7.50760          0.59744          1.19487          1.54439
 ***        134.65305          0.83480          7.52661          0.59895          1.19790          1.54056
 ***        134.74245          0.83660          7.51039          0.59766          1.19532          1.54439
 ***        134.75244          0.83449          7.52934          0.59917          1.19833          1.54056
 ***        134.78995          0.83645          7.51169          0.59776          1.19552          1.54439
 ***        134.84105          0.83423          7.53176          0.59936          1.19872          1.54056
 ***        134.91124          0.83609          7.51500          0.59802          1.19605          1.54439
 ***        135.05745          0.83564          7.51897          0.59834          1.19668          1.54439
 ***        135.15845          0.83327          7.54041          0.60005          1.20009          1.54056
 ***        135.33984          0.83480          7.52661          0.59895          1.19790          1.54439
 ***        135.35234          0.83269          7.54566          0.60046          1.20093          1.54056
 ***        135.36574          0.83265          7.54602          0.60049          1.20099          1.54056
 ***        135.44104          0.83449          7.52934          0.59917          1.19833          1.54439
 ***        135.53114          0.83423          7.53176          0.59936          1.19872          1.54439
 ***        135.67934          0.83172          7.55447          0.60117          1.20233          1.54056
 ***        135.85405          0.83327          7.54041          0.60005          1.20009          1.54439
 ***        136.05135          0.83269          7.54566          0.60046          1.20093          1.54439
 ***        136.06505          0.83265          7.54603          0.60049          1.20099          1.54439
 ***        136.38414          0.83172          7.55447          0.60117          1.20233          1.54439
 ***        136.79845          0.82846          7.58416          0.60353          1.20706          1.54056
 ***        136.88284          0.82822          7.58637          0.60370          1.20741          1.54056
 ***        136.89294          0.82819          7.58663          0.60373          1.20745          1.54056
 ***        137.52385          0.82846          7.58416          0.60353          1.20706          1.54439
 ***        137.60974          0.82822          7.58637          0.60370          1.20741          1.54439
 ***        137.61795          0.82614          7.60544          0.60522          1.21044          1.54056
 ***        137.62004          0.82819          7.58663          0.60373          1.20745          1.54439
 ***        137.74895          0.82578          7.60881          0.60549          1.21098          1.54056
 ***        137.92055          0.82530          7.61320          0.60584          1.21168          1.54056
